City,Country,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Wind_Speed
Sao Paulo,Brazil,2017-01-05,112.69,45.22,60.51,0.0,13.31,34.06,30.72,20.4,80.0,3.1
Dubai,UAE,2015-07-30,151.16,76.43,120.58,26.98,23.83,43.8,31.0,13.7,72.6,3.0
Mumbai,India,2021-04-15,192.58,68.57,119.06,30.85,26.07,51.33,43.56,19.2,40.5,5.0
Nairobi,Kenya,2017-04-20,122.81,52.9,132.86,12.71,12.32,31.12,18.62,5.4,24.4,0.9
Delhi,India,2022-02-17,238.17,101.85,211.19,36.99,26.06,51.1,49.19,22.3,63.5,4.8
Dhaka,Bangladesh,2024-05-02,127.17,46.11,91.8,14.99,17.56,44.95,6.7,6.0,76.4,4.0
Istanbul,Turkey,2021-01-14,173.41,68.44,131.48,31.55,20.82,46.31,31.12,27.4,81.2,6.0
Karachi,Pakistan,2025-03-27,191.94,84.99,178.54,28.36,24.96,50.48,35.6,37.1,76.9,2.0
New York,USA,2023-11-16,98.76,32.82,68.68,11.67,14.11,32.85,5.14,17.3,55.7,7.3
Singapore,Singapore,2020-05-28,61.15,27.56,42.47,2.86,7.66,24.46,11.25,24.6,21.9,8.2
Dhaka,Bangladesh,2016-12-29,188.96,86.9,152.53,36.99,15.37,74.92,29.7,34.3,64.0,2.3
Shanghai,China,2020-02-27,135.64,61.81,110.73,7.79,17.1,32.99,17.22,38.5,53.1,9.3
Mumbai,India,2019-01-24,187.03,72.93,170.07,21.31,21.29,51.84,34.55,27.5,95.0,1.8
London,UK,2025-05-22,39.12,0.0,10.12,7.73,6.75,15.97,0.0,17.6,54.3,6.3
Istanbul,Turkey,2018-04-05,79.53,37.94,64.98,22.37,14.9,25.34,9.82,6.5,65.0,4.8
Cape Town,South Africa,2023-11-16,116.91,44.23,66.36,18.48,20.08,29.7,18.83,20.1,67.2,3.6
Tehran,Iran,2015-03-19,125.02,60.96,117.81,10.98,7.22,36.76,16.35,10.4,75.1,8.9
Mexico City,Mexico,2019-01-31,193.84,88.62,175.86,21.45,22.39,48.62,31.75,36.2,64.5,8.0
Jakarta,Indonesia,2021-04-22,125.76,41.19,68.55,21.91,13.93,18.12,29.07,26.8,58.4,7.2
Beijing,China,2020-09-10,121.02,59.9,107.6,32.34,19.36,39.5,29.51,19.3,47.2,2.9
Moscow,Russia,2024-11-14,110.37,40.44,76.47,21.57,15.12,23.57,17.5,,63.6,1.9
Singapore,Singapore,2022-05-12,86.79,16.34,22.35,18.96,13.39,13.95,20.65,1.3,72.5,9.6
Tehran,Iran,2017-11-16,191.37,71.65,138.87,33.9,19.19,47.7,35.81,20.8,70.8,8.2
Mexico City,Mexico,2021-07-01,188.57,84.44,157.02,27.35,25.21,48.11,34.04,29.3,70.8,4.2
Tehran,Iran,2015-09-03,171.4,66.42,85.61,25.63,24.89,41.37,24.52,18.8,70.0,0.7
Berlin,Germany,2021-01-28,61.42,32.54,38.29,11.78,12.17,15.75,7.47,14.8,79.5,4.2
Cairo,Egypt,2023-09-28,117.16,38.64,46.49,17.26,12.37,36.23,20.53,9.9,53.2,6.7
Tokyo,Japan,2021-02-04,68.79,39.55,46.54,13.0,2.83,29.01,22.0,19.2,63.0,0.8
Buenos Aires,Argentina,2021-07-29,55.02,32.67,71.13,12.4,4.17,20.87,6.86,22.7,62.6,2.5
Paris,France,2019-05-09,36.64,11.6,0.0,4.11,4.53,15.35,3.32,9.3,66.6,7.1
Istanbul,Turkey,2022-11-17,203.84,76.09,127.97,32.17,22.86,65.0,37.69,23.2,50.5,6.9
Los Angeles,USA,2015-06-25,64.87,29.21,77.69,4.69,13.74,14.26,24.6,16.3,52.4,6.7
Bangkok,Thailand,2019-08-08,161.74,80.81,136.35,27.34,20.83,36.19,28.22,33.7,77.1,9.1
Nairobi,Kenya,2015-10-22,93.13,35.07,73.81,23.8,15.63,33.36,19.75,5.0,49.3,5.8
New York,USA,2018-06-21,70.57,22.38,59.95,14.61,15.15,10.03,11.59,17.8,68.1,6.4
Lagos,Nigeria,2021-07-15,155.94,61.47,118.24,23.5,28.14,44.73,32.99,17.7,60.5,6.6
Buenos Aires,Argentina,2020-11-12,115.78,38.3,80.96,22.86,15.14,44.97,19.96,25.8,81.9,9.4
Lagos,Nigeria,2024-09-19,151.8,76.95,106.32,33.55,16.71,42.82,28.79,21.4,67.2,4.8
Tehran,Iran,2022-05-05,124.56,46.6,120.04,20.66,3.21,28.24,27.88,19.5,65.0,6.8
London,UK,2024-01-18,105.57,54.71,119.47,19.71,1.61,21.33,23.99,23.3,55.2,3.4
Lahore,Pakistan,2017-07-13,130.57,48.41,86.61,20.19,18.42,37.47,33.1,13.3,56.1,4.1
Toronto,Canada,2016-10-06,16.97,1.9,0.0,5.68,1.25,0.0,21.72,30.4,80.8,14.6
Sydney,Australia,2017-10-12,41.52,19.0,25.01,1.35,4.61,21.08,6.34,-4.9,48.5,4.1
Moscow,Russia,2024-12-12,84.55,41.07,77.83,13.76,13.67,28.15,15.86,25.0,31.8,5.5
Lagos,Nigeria,2021-10-21,125.02,64.86,132.35,24.47,15.13,26.73,27.2,13.3,91.2,2.6
Karachi,Pakistan,2024-12-05,196.42,102.62,181.6,30.7,20.32,51.92,25.31,20.0,41.3,5.8
Moscow,Russia,2018-12-06,92.1,15.93,7.22,19.55,10.16,18.84,14.46,28.3,74.5,4.8
Mumbai,India,2015-10-01,92.27,68.73,132.13,17.18,14.48,30.29,13.18,41.1,60.7,7.8
Nairobi,Kenya,2016-03-31,107.98,46.43,85.75,19.16,17.87,23.54,26.84,10.6,71.8,6.1
Nairobi,Kenya,2024-11-07,132.51,71.82,133.46,25.12,26.89,35.1,17.24,21.7,55.2,6.3
Tokyo,Japan,2018-05-17,55.92,3.29,4.14,11.68,7.63,17.58,6.34,30.8,71.0,8.0
Istanbul,Turkey,2015-01-01,121.0,41.56,92.7,17.92,21.78,38.72,42.13,20.9,43.9,4.2
Sydney,Australia,2025-06-12,66.95,16.17,40.88,14.37,13.0,11.59,12.49,22.7,50.3,7.0
Karachi,Pakistan,2019-10-10,115.9,50.88,85.92,12.43,11.41,22.97,13.74,20.5,76.8,6.1
Delhi,India,2019-12-12,238.64,133.34,248.46,38.09,26.26,65.65,47.58,17.6,55.8,6.4
Lahore,Pakistan,2018-12-20,271.24,80.73,157.33,51.81,36.19,58.13,56.76,9.4,45.7,2.0
Los Angeles,USA,2020-03-05,30.47,18.74,41.07,4.38,2.77,18.32,3.99,22.3,86.2,5.0
Dhaka,Bangladesh,2022-07-28,181.53,48.79,100.82,36.21,25.54,46.53,36.68,19.9,47.3,2.4
New York,USA,2016-12-01,103.33,27.6,55.03,15.05,15.38,29.24,10.37,16.7,84.0,2.3
Cairo,Egypt,2016-10-06,166.44,58.84,118.17,38.2,26.54,59.13,26.59,27.6,47.8,3.7
Shanghai,China,2020-10-22,65.18,31.07,58.02,8.44,5.23,29.72,20.12,26.0,38.9,3.7
Buenos Aires,Argentina,2019-07-25,65.4,13.39,9.98,,15.55,22.25,13.17,32.2,59.0,8.8
Sao Paulo,Brazil,2015-10-08,77.21,30.52,43.56,8.52,4.64,25.04,18.67,12.3,87.8,3.5
Mumbai,India,2021-10-21,148.77,49.02,98.09,18.97,20.38,44.4,35.49,10.4,67.6,1.9
Tehran,Iran,2020-07-30,138.84,53.01,117.73,20.93,20.23,33.46,26.69,9.7,70.2,6.1
Cape Town,South Africa,2023-06-22,52.04,24.05,36.64,1.91,6.49,0.0,6.41,29.5,63.4,2.7
Bangkok,Thailand,2017-02-02,150.33,52.59,66.13,27.37,25.53,27.78,25.97,13.3,73.3,3.4
Beijing,China,2017-09-28,124.69,69.72,115.46,22.84,11.21,50.35,32.27,27.5,94.7,7.4
Paris,France,2020-12-31,76.92,46.61,68.98,11.32,5.14,14.9,3.5,29.9,31.0,6.4
Nairobi,Kenya,2018-03-22,44.97,0.0,0.0,5.84,5.21,23.61,0.72,19.1,62.5,3.7
Dhaka,Bangladesh,2021-07-08,125.18,69.65,120.04,18.24,13.37,36.06,31.18,17.2,62.9,7.3
Jakarta,Indonesia,2023-10-26,116.94,44.09,96.13,15.14,20.0,25.63,34.04,29.8,80.4,2.9
Lagos,Nigeria,2017-01-26,204.41,99.93,159.54,41.4,18.55,61.47,44.1,21.9,59.4,3.1
Mexico City,Mexico,2021-12-30,201.72,67.5,141.36,33.7,20.5,61.69,34.97,41.1,62.1,9.7
Lahore,Pakistan,2021-01-07,303.78,109.2,175.67,53.6,27.94,74.46,63.92,36.5,61.7,5.5
Delhi,India,2020-08-20,192.9,76.75,137.8,33.08,24.29,63.65,27.48,23.9,62.6,9.0
Buenos Aires,Argentina,2020-06-04,70.11,36.92,64.43,,6.1,15.24,15.64,7.0,92.4,3.7
Bangkok,Thailand,2021-10-28,107.63,48.8,88.71,14.14,8.11,24.33,19.98,33.0,70.9,8.7
Beijing,China,2015-04-02,132.04,40.49,81.86,20.83,20.23,44.12,33.66,21.3,84.0,2.0
Dhaka,Bangladesh,2023-05-25,61.09,14.33,0.0,10.74,7.68,32.14,10.51,31.5,61.5,1.7
Moscow,Russia,2024-08-01,127.83,58.43,108.52,21.39,24.02,48.61,18.63,25.0,88.8,4.4
Moscow,Russia,2025-08-14,116.78,55.92,79.16,14.92,11.83,33.04,16.21,19.6,63.5,6.1
Shanghai,China,2024-05-02,109.14,65.43,110.25,16.18,10.53,34.9,11.41,14.5,71.0,15.5
London,UK,2020-09-17,60.4,24.12,47.28,8.89,15.53,6.98,9.67,41.5,55.7,1.2
Singapore,Singapore,2024-10-24,39.47,27.96,64.76,14.93,0.0,4.07,5.43,20.1,20.0,7.1
Buenos Aires,Argentina,2018-07-05,100.46,35.9,50.77,20.54,14.73,36.04,15.85,,60.5,3.3
Buenos Aires,Argentina,2018-06-21,105.28,44.57,79.16,6.85,19.54,30.53,8.8,23.8,56.2,4.5
Shanghai,China,2021-10-28,145.49,57.34,122.43,23.19,16.97,27.49,23.71,19.3,62.1,12.3
Istanbul,Turkey,2019-12-19,125.23,50.03,112.36,26.45,20.1,27.08,33.24,15.8,82.8,5.3
Istanbul,Turkey,2018-07-12,93.33,33.71,39.52,13.33,13.22,14.36,14.86,23.8,76.8,3.5
London,UK,2021-03-18,62.97,15.93,43.83,0.0,9.48,6.97,0.0,23.2,68.2,4.1
Cairo,Egypt,2016-11-24,187.56,81.16,131.52,35.5,25.66,50.08,32.14,8.0,69.7,4.7
Jakarta,Indonesia,2023-03-16,92.19,40.77,106.64,19.67,10.83,29.58,6.46,15.4,73.6,10.0
London,UK,2015-10-29,54.72,8.24,0.0,22.45,5.01,0.0,6.2,1.7,78.8,0.8
Dubai,UAE,2025-02-20,152.76,44.8,66.34,13.28,21.87,42.06,30.53,26.0,34.6,6.1
Cape Town,South Africa,2021-08-05,49.23,35.78,70.85,18.36,7.81,3.59,10.66,14.7,68.8,4.4
Tehran,Iran,2021-12-09,207.72,71.68,141.36,35.57,33.19,57.08,30.62,36.9,86.1,2.4
Paris,France,2022-07-21,45.36,22.83,42.99,4.08,3.26,9.26,17.33,11.6,55.0,7.8
Cairo,Egypt,2017-08-17,140.0,57.46,84.49,23.06,23.41,54.65,19.61,11.7,88.7,2.4
Nairobi,Kenya,2018-07-19,121.77,61.59,121.07,28.36,10.88,45.06,33.04,36.0,73.9,3.2
Nairobi,Kenya,2017-08-31,109.55,58.35,107.16,19.05,14.1,26.24,13.37,24.2,32.5,2.7
Berlin,Germany,2015-01-29,57.31,42.44,76.77,0.71,5.12,12.2,14.12,43.5,72.8,5.0
Delhi,India,2016-11-10,334.16,144.66,213.12,45.61,46.86,102.21,60.76,21.6,75.9,9.5
New York,USA,2017-08-10,100.39,46.35,56.75,15.03,19.13,29.62,29.94,9.3,63.7,5.5
Cape Town,South Africa,2024-12-05,107.56,57.44,,1.29,12.94,21.17,34.88,15.1,58.0,3.9
Dubai,UAE,2021-11-04,162.31,49.15,83.5,31.29,18.55,51.11,24.77,18.5,91.8,2.9
Berlin,Germany,2016-10-06,38.86,16.07,37.34,0.0,4.29,3.45,14.48,14.5,69.9,2.6
Tokyo,Japan,2016-09-29,46.63,15.8,33.1,12.73,0.01,11.14,6.92,21.6,86.0,2.7
Mumbai,India,2016-09-01,121.43,45.95,90.07,29.93,15.89,39.39,22.65,19.4,82.1,5.5
Mexico City,Mexico,2023-06-15,82.24,19.46,32.5,6.5,13.74,26.03,19.62,18.8,61.5,6.9
Seoul,South Korea,2016-04-07,61.77,34.9,47.27,15.24,6.84,0.0,13.75,11.6,52.9,3.6
Mumbai,India,2020-12-17,244.31,114.25,203.82,35.75,37.92,70.59,53.3,5.9,52.9,3.0
Los Angeles,USA,2025-04-24,93.89,39.15,21.34,11.58,12.37,29.84,8.76,42.4,68.4,2.0
Nairobi,Kenya,2020-11-19,155.19,60.27,87.07,31.67,23.12,37.25,26.04,4.3,36.6,2.5
Nairobi,Kenya,2017-02-09,161.66,45.21,105.48,26.38,10.73,28.51,34.72,9.1,51.9,4.7
Beijing,China,2023-05-11,167.23,66.43,127.83,26.28,22.32,40.24,28.12,28.8,44.3,5.1
Los Angeles,USA,2016-06-30,50.37,16.56,14.45,3.68,0.62,1.93,10.43,27.1,53.4,1.5
Singapore,Singapore,2023-04-20,76.48,43.47,85.8,22.06,4.91,33.28,9.97,27.5,62.7,2.0
London,UK,2024-05-30,31.0,0.0,18.92,0.0,2.3,20.09,8.74,22.5,54.9,7.6
Bangkok,Thailand,2025-08-07,142.71,57.53,97.32,23.88,25.62,45.09,27.65,16.4,76.0,2.0
Cape Town,South Africa,2025-04-24,60.81,31.38,37.55,0.0,4.39,23.53,11.7,12.7,61.2,2.5
Bangkok,Thailand,2025-03-20,97.24,25.95,37.6,15.37,10.7,34.34,7.79,25.5,55.0,0.7
Istanbul,Turkey,2024-11-14,147.55,55.66,129.71,19.86,28.29,39.61,35.25,16.7,42.2,6.8
Moscow,Russia,2021-10-07,63.85,44.35,79.06,7.07,5.4,20.5,26.89,31.5,45.4,9.3
Cairo,Egypt,2023-12-07,135.42,74.36,155.86,21.57,14.69,40.37,27.35,50.8,73.8,5.2
Dhaka,Bangladesh,2018-11-29,226.71,86.16,142.6,34.92,31.0,58.18,40.57,21.8,95.0,5.4
Beijing,China,2017-05-18,216.93,92.64,231.13,31.79,27.51,55.75,39.67,26.3,59.5,2.3
Delhi,India,2022-04-21,199.48,78.71,130.68,24.74,14.22,67.02,40.02,32.5,80.0,8.1
New York,USA,2017-10-19,41.74,0.0,0.0,4.74,7.51,0.0,9.18,21.8,62.5,2.1
Beijing,China,2017-10-12,162.48,51.31,123.26,22.45,19.45,44.46,24.11,22.3,81.6,3.4
Buenos Aires,Argentina,2016-01-14,101.98,34.83,65.03,18.47,22.16,23.72,24.8,23.1,84.4,6.3
Lagos,Nigeria,2019-07-25,144.22,61.02,113.33,21.19,15.65,37.92,18.16,37.8,68.7,4.7
Dubai,UAE,2020-06-11,93.23,54.85,109.64,21.86,7.21,34.52,20.69,19.5,51.8,4.1
New York,USA,2023-11-09,104.85,41.35,94.3,13.87,11.23,47.04,23.34,26.3,60.4,5.3
New York,USA,2018-01-18,85.42,38.24,61.82,10.44,4.19,34.02,15.39,34.3,58.3,3.5
Mumbai,India,2018-07-19,149.39,49.19,107.78,28.86,25.32,20.68,29.67,23.3,36.8,1.3
New York,USA,2020-07-09,46.92,14.11,22.71,16.88,3.7,20.17,0.0,15.7,75.9,7.0
Toronto,Canada,2021-03-25,33.02,25.51,37.99,7.7,5.29,2.88,12.95,17.9,59.1,6.3
Los Angeles,USA,2025-09-25,67.93,27.67,43.48,6.4,8.67,17.4,0.0,14.4,64.9,3.8
Delhi,India,2021-05-27,234.74,101.76,179.26,38.32,38.98,61.42,50.84,9.3,71.2,4.1
Tokyo,Japan,2025-05-29,67.13,34.85,74.89,0.0,10.21,15.9,14.94,22.7,74.2,8.4
Cape Town,South Africa,2025-09-18,91.45,46.54,75.07,12.82,21.47,16.13,15.37,20.0,57.7,5.4
Toronto,Canada,2016-11-10,86.43,22.32,68.1,15.33,11.79,13.23,20.11,8.5,50.7,1.0
Sydney,Australia,2025-08-28,38.48,43.43,94.39,3.05,2.59,15.06,3.34,30.0,29.2,2.8
Los Angeles,USA,2017-12-07,99.59,31.31,63.89,16.69,19.58,39.59,19.28,34.9,68.1,4.2
Mexico City,Mexico,2020-01-16,169.97,63.98,114.25,20.7,25.07,54.84,35.78,28.6,76.8,1.5
Tehran,Iran,2022-12-22,204.16,78.61,121.42,33.51,23.01,62.83,43.77,-9.9,95.0,1.5
Paris,France,2018-06-21,92.32,37.46,33.06,9.61,13.47,18.32,15.11,17.0,73.4,2.1
New York,USA,2015-04-09,48.51,3.29,0.0,9.8,15.29,20.76,13.67,3.8,66.8,4.1
Mumbai,India,2017-07-06,209.53,98.7,191.83,34.16,16.73,64.43,44.92,7.6,47.4,6.0
Toronto,Canada,2016-08-18,68.8,34.01,46.35,19.03,11.61,13.07,13.64,11.5,87.6,11.1
Cairo,Egypt,2015-04-23,104.96,29.11,48.57,18.42,15.81,24.81,16.55,21.2,42.6,7.8
Berlin,Germany,2015-05-14,63.86,34.61,93.56,3.13,15.56,11.23,19.52,19.6,76.6,4.5
Beijing,China,2017-04-13,228.16,88.74,149.98,34.57,24.72,68.11,50.51,4.8,65.1,10.7
New York,USA,2025-01-09,96.81,24.2,39.39,12.13,18.44,24.44,25.94,31.4,53.4,8.7
Shanghai,China,2020-08-06,177.46,76.94,158.52,24.57,19.4,46.38,26.65,21.2,34.5,3.1
Tehran,Iran,2015-02-19,249.51,108.15,173.49,41.47,39.84,65.56,51.59,11.5,62.9,8.4
Bangkok,Thailand,2017-03-23,128.79,52.86,78.54,18.83,17.81,38.56,26.18,29.6,78.0,4.2
Lahore,Pakistan,2019-06-06,204.32,83.62,,34.63,31.38,58.76,41.77,27.7,81.2,3.1
Moscow,Russia,2019-12-19,123.89,47.36,92.87,16.08,13.96,43.61,23.14,31.9,89.6,6.1
Moscow,Russia,2022-04-21,102.03,27.14,52.8,14.19,19.29,34.91,10.43,18.7,77.9,1.0
Cape Town,South Africa,2020-08-13,54.97,19.59,58.62,11.55,15.14,21.68,13.84,16.4,50.3,1.7
Sydney,Australia,2016-05-05,50.71,32.95,44.62,12.16,12.15,21.53,15.86,18.5,55.3,3.7
Lagos,Nigeria,2023-12-07,155.65,69.18,153.76,21.12,26.53,41.61,9.91,18.9,67.4,5.2
Istanbul,Turkey,2015-04-23,94.34,36.03,81.22,11.59,8.52,24.42,9.69,38.2,56.5,7.3
Cairo,Egypt,2020-04-09,137.07,50.27,110.42,22.09,21.23,44.5,25.07,7.8,77.5,2.3
Dubai,UAE,2021-12-02,164.24,66.64,129.81,27.62,26.84,55.02,35.29,22.5,76.4,10.0
Cairo,Egypt,2024-01-25,210.03,85.96,125.12,26.02,28.34,65.73,37.44,14.7,52.0,3.9
Sydney,Australia,2015-01-29,41.14,38.5,71.97,5.19,7.6,2.08,7.84,36.2,74.3,4.5
Sydney,Australia,2016-09-29,61.79,48.0,50.9,12.77,1.47,27.73,13.1,11.4,46.0,2.4
Lahore,Pakistan,2019-02-28,283.02,141.12,255.99,39.4,31.85,87.83,52.06,15.7,76.1,1.2
Mexico City,Mexico,2018-03-29,121.63,33.25,50.14,22.67,10.6,33.7,25.56,23.8,73.6,5.1
Dhaka,Bangladesh,2021-07-15,187.76,67.68,123.59,28.29,26.26,73.52,25.65,18.8,61.7,2.2
Mumbai,India,2015-07-23,137.18,63.87,114.25,14.98,21.49,32.17,19.98,,36.1,5.6
Los Angeles,USA,2016-07-07,46.37,11.62,5.14,11.59,8.89,14.9,15.44,8.2,69.8,1.3
Cape Town,South Africa,2022-01-27,88.2,34.05,50.97,10.72,13.47,24.41,9.75,25.8,95.0,5.7
Tokyo,Japan,2021-03-25,52.29,33.65,86.68,10.46,10.85,17.54,8.67,26.0,70.8,5.9
Cairo,Egypt,2018-08-16,166.18,69.44,122.15,14.84,15.43,52.23,40.9,21.5,76.0,3.6
Mumbai,India,2025-06-12,163.38,60.28,134.77,22.25,17.29,50.35,25.06,22.4,66.2,5.3
Paris,France,2017-04-27,53.79,20.01,19.84,5.12,5.53,5.99,12.27,22.7,72.8,3.1
Toronto,Canada,2016-01-07,68.86,38.76,88.74,6.89,7.96,10.37,11.61,26.8,67.0,9.5
London,UK,2022-01-27,77.62,18.09,27.44,18.16,5.15,12.13,4.72,34.0,30.9,1.9
Lahore,Pakistan,2020-01-09,222.58,80.05,160.49,23.43,31.77,70.49,38.11,-1.9,80.6,0.8
Los Angeles,USA,2025-06-26,83.2,40.14,57.92,10.35,10.4,29.06,26.9,35.1,63.1,2.9
Nairobi,Kenya,2020-04-09,98.6,42.19,42.71,10.99,11.8,35.8,11.87,23.6,51.2,9.5
Cape Town,South Africa,2024-08-15,83.86,46.97,126.61,23.66,12.66,29.68,5.08,11.2,67.8,5.9
Dhaka,Bangladesh,2015-12-24,260.38,98.65,190.35,39.5,33.24,69.37,47.9,31.6,63.8,2.8
Buenos Aires,Argentina,2018-02-08,100.74,37.61,89.93,6.61,21.47,10.76,9.51,22.5,57.0,3.4
New York,USA,2025-12-11,74.23,22.67,37.04,12.27,8.49,15.82,19.92,19.9,64.2,3.4
Berlin,Germany,2024-04-04,47.78,27.29,56.78,4.82,6.22,5.48,17.08,21.8,56.4,6.2
Bangkok,Thailand,2022-07-28,90.35,56.5,130.34,12.73,18.91,25.13,8.62,17.2,57.2,7.8
Cairo,Egypt,2015-11-05,197.54,73.31,152.45,44.58,22.16,63.11,28.39,29.6,91.4,10.2
Istanbul,Turkey,2019-06-20,131.58,80.84,164.92,19.33,15.8,30.93,15.07,-10.4,49.2,3.3
Mumbai,India,2018-09-06,114.74,47.27,70.26,13.12,16.97,37.33,8.89,12.7,60.2,3.3
Bangkok,Thailand,2023-01-26,210.42,77.53,169.83,29.34,24.7,54.65,41.58,17.6,33.3,7.7
Nairobi,Kenya,2024-12-19,139.89,56.32,82.0,26.44,16.85,45.3,30.9,15.4,65.9,7.6
Seoul,South Korea,2016-08-25,132.09,50.85,101.59,20.83,18.16,30.67,26.45,31.1,56.5,7.6
Buenos Aires,Argentina,2019-10-17,76.52,23.72,25.54,5.32,10.05,22.9,1.71,19.5,54.3,2.5
Lahore,Pakistan,2023-06-01,157.15,65.61,92.99,22.46,26.08,40.23,40.19,14.9,40.3,9.4
Tehran,Iran,2021-01-07,185.84,71.74,116.77,27.34,27.18,52.83,14.4,18.9,56.7,2.7
Mumbai,India,2015-12-24,188.64,102.82,183.94,17.16,19.75,46.97,26.56,9.7,68.1,6.6
Seoul,South Korea,2016-05-05,108.23,51.75,88.35,20.95,8.55,22.43,13.74,22.8,55.9,1.3
Buenos Aires,Argentina,2021-10-14,46.57,10.77,1.28,0.0,7.64,0.71,6.73,19.5,63.7,5.4
Sao Paulo,Brazil,2019-12-05,123.08,73.39,154.23,24.92,15.02,17.79,9.73,11.4,95.0,2.1
Nairobi,Kenya,2017-03-23,62.97,35.2,60.16,7.76,4.97,17.33,13.05,30.0,80.4,1.8
Tokyo,Japan,2021-04-15,47.33,25.25,33.24,8.42,6.36,33.21,0.0,27.9,88.1,2.2
Mexico City,Mexico,2023-09-14,123.1,51.9,63.2,16.53,15.59,30.78,36.68,7.1,51.8,3.8
Mexico City,Mexico,2024-08-01,145.45,55.62,130.81,5.08,8.62,50.16,34.05,25.0,68.3,10.1
Mexico City,Mexico,2024-09-26,107.01,47.47,92.68,30.24,23.9,38.1,16.89,19.1,23.1,4.7
New York,USA,2017-09-14,40.27,6.29,11.28,1.65,1.38,20.36,0.0,24.7,64.1,8.0
Los Angeles,USA,2020-09-24,37.31,7.13,17.0,0.0,2.4,9.97,6.18,17.1,70.9,7.9
Mexico City,Mexico,2024-05-09,124.64,72.23,132.44,23.73,20.71,49.29,33.68,12.9,63.8,3.5
Berlin,Germany,2016-07-14,54.73,32.36,46.62,10.85,3.61,19.92,5.29,37.5,64.0,7.0
London,UK,2020-11-26,72.29,30.53,58.64,14.2,20.69,31.11,3.34,12.3,76.4,1.8
Dhaka,Bangladesh,2025-02-27,254.83,88.77,163.04,43.42,31.19,59.71,55.05,7.9,72.1,4.4
Istanbul,Turkey,2017-02-09,166.98,61.11,106.8,33.02,15.6,45.53,28.06,18.8,59.2,3.6
Buenos Aires,Argentina,2017-09-07,62.52,38.11,88.4,9.08,4.21,10.95,21.43,29.5,64.7,3.8
Bangkok,Thailand,2025-01-02,179.75,86.52,150.7,34.75,20.25,49.12,28.87,18.0,54.8,4.8
Tokyo,Japan,2015-03-19,76.93,30.78,49.38,19.85,11.93,33.07,19.63,-1.1,70.6,5.3
Dubai,UAE,2023-06-01,117.73,50.38,94.19,17.48,11.01,32.99,27.3,12.6,80.5,1.9
Dhaka,Bangladesh,2022-11-24,232.56,105.57,205.02,36.91,35.34,70.99,54.08,10.4,68.3,4.5
Berlin,Germany,2020-08-06,76.53,21.58,12.06,19.76,4.59,33.08,22.69,18.4,62.4,2.0
Paris,France,2020-06-11,83.93,31.03,46.09,21.92,1.09,21.76,16.52,14.3,65.3,5.1
Tokyo,Japan,2024-05-09,24.91,13.1,24.17,11.55,7.42,7.34,13.76,14.7,65.1,5.2
Lagos,Nigeria,2023-09-07,123.72,64.6,119.74,19.33,10.29,46.55,32.74,13.6,55.4,4.1
London,UK,2024-12-26,84.44,33.05,70.02,19.34,17.41,16.19,5.89,15.8,69.2,4.4
Berlin,Germany,2018-11-01,82.9,15.56,41.01,7.91,12.64,27.25,9.53,22.7,92.2,3.4
Tehran,Iran,2023-11-23,152.08,64.83,,25.86,18.92,46.55,41.11,23.4,58.1,6.2
Mexico City,Mexico,2024-07-04,186.19,69.03,144.51,24.27,29.82,54.11,43.2,8.9,59.1,2.9
Sydney,Australia,2021-10-28,55.23,20.58,43.25,10.36,3.74,16.19,17.74,23.1,50.4,3.5
Bangkok,Thailand,2022-06-09,164.13,66.3,128.21,33.54,22.98,46.38,24.01,-0.2,92.4,4.4
Shanghai,China,2025-07-24,168.13,69.8,116.58,28.22,30.11,41.42,31.73,28.6,57.7,1.4
Bangkok,Thailand,2020-05-14,103.95,50.56,83.44,17.08,11.27,38.19,11.54,11.7,52.8,6.2
Tokyo,Japan,2021-09-09,26.77,24.19,11.89,2.25,0.0,18.26,0.0,34.9,81.8,0.5
Cairo,Egypt,2019-10-10,143.9,68.52,111.17,27.15,24.93,28.83,31.79,22.7,74.6,5.9
Sao Paulo,Brazil,2021-07-22,73.82,25.56,22.44,12.63,18.27,25.73,12.2,24.1,82.7,8.0
Singapore,Singapore,2025-02-27,82.78,54.97,90.03,10.22,12.09,16.48,10.19,36.4,72.3,6.2
Los Angeles,USA,2020-11-19,82.75,26.91,35.08,13.6,7.47,15.47,12.04,35.2,66.5,3.0
Paris,France,2021-10-07,69.66,24.8,14.01,9.2,10.25,24.86,18.67,20.8,61.1,6.7
Singapore,Singapore,2025-01-16,68.56,19.19,28.65,15.52,8.56,23.41,12.74,4.1,27.9,2.6
Toronto,Canada,2015-01-08,68.12,21.93,24.43,20.05,10.69,20.96,6.81,17.7,50.2,3.0
Berlin,Germany,2019-06-13,64.91,29.69,71.54,6.34,1.18,7.52,25.69,14.0,84.0,1.4
Nairobi,Kenya,2020-07-30,131.86,42.94,56.89,11.98,7.03,34.87,23.39,7.6,46.2,8.8
Lagos,Nigeria,2015-09-10,112.62,41.28,56.96,23.08,9.02,26.83,27.55,14.5,53.6,3.6
Tokyo,Japan,2015-04-02,62.87,15.17,37.18,12.76,0.0,27.04,7.98,20.6,59.6,11.1
Moscow,Russia,2022-08-25,125.51,59.8,133.1,16.21,21.31,24.56,28.28,11.4,28.2,4.0
